DEPARTAMENTO_CIRCUNSCRICAO,SECCIONAL_CIRCUNSCRICAO,MUNICIPIO_CIRCUNSCRICAO,DP_CIRCUNSCRICAO ,HD,Nº DE VÍT HD,ID_DELEGACIA,MÊS ESTATISTICA,ANO ESTATISTICA,DATAHORA_REGISTRO_BO,NUM_BO,ANO_BO,MUNICIPIO_ELABORACAO,DP_ELABORACAO,SEC_ELABORACAO,DEP_ELABORACAO,DATA_FATO,HORA_FATO,DESC_TIPOLOCAL,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,TIPO_PESSOA,SEXO_PESSOA,IDADE_PESSOA,DATA_NASCIMENTO_PESSOA,COR_PELE,PROFISSAO,NATUREZA_APURADA,DESDOBRAMENTO
DEINTER 2,1ª Seccional Campinas,Campinas,003 DP - Campinas,,1,70014,1,2017,1/1/2017,5,2017,CAMPINAS,PLANTÃO - 04 DP CAMPINAS,DEL.SEC.1º CAMPINAS,DEINTER 2 - CAMPINAS,1/1/2017,12:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,44,8/5/1972,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,1ª Seccional Campinas,Campinas,003 DP - Campinas,,1,70014,1,2017,1/1/2017,5,2017,CAMPINAS,PLANTÃO - 04 DP CAMPINAS,DEL.SEC.1º CAMPINAS,DEINTER 2 - CAMPINAS,1/1/2017,12:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,85,12/26/1931,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,SEC Jundiaí,Jundiaí,005 DP - Jundiai,1,1,70416,1,2017,1/31/2017,161,2017,JUNDIAI,DDM JUNDIAI,DEL.SEC.JUNDIAI,DEINTER 2 - CAMPINAS,1/31/2017,A TARDE,Via pública,RUA GUILHERME SCHLLE,20,-23.18631406516,-46.9132353282141,Vítima,Feminino,36,1/10/1981,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Bebedouro,Monte Azul Paulista,DM - Monte Azul Paulista,1,1,100208,1,2017,1/15/2017,57,2017,MONTE AZUL PAULISTA,DEL.POL.MONTE AZUL PAULISTA,DEL.SEC.BEBEDOURO,DEINTER 3 - RIBEIRAO PRETO,1/15/2017,01:50:00 PM,Via pública,RUA ERNESTO FERRO,313,-20.9112969733703,-48.6445337739629,Vítima,Feminino,57,7/1/1959,Branca,AUXILIAR DE ENFERMAGEN,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Mogi das Cruzes,Itaquaquecetuba,001 DP - Itaquaquecetuba,1,1,30315,1,2017,1/27/2017,24,2017,MOGI CRUZES,SETOR HOM.SEC. MOGI CRUZES,DEL.SEC.MOGI DAS CRUZES,DEMACRO,1/27/2017,DE MADRUGADA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,14,3/9/2002,Parda,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Mogi das Cruzes,Suzano,001 DP - Suzano,1,1,30320,1,2017,1/24/2017,87,2017,SUZANO,01º D.P. SUZANO,DEL.SEC.MOGI DAS CRUZES,DEMACRO,1/24/2017,11:42:00 AM,Serviços e bens públicos,SEM TIPO REPRESA TAIAÇUPEBA,0,-23.645947915,-46.2998708119999,Vítima,Feminino,NULL,NULL,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Santo André,Ribeirão Pires,DM - Ribeirão Pires,1,1,30117,1,2017,1/11/2017,147,2017,RIBEIRAO PIRES,DEL.POL.RPIRES DR.EVANDRO LIMA,DEL.SEC.SANTO ANDRÉ,DEMACRO,1/11/2017,06:00:00 AM,Via pública,RUA CASEMIRO ROCHA OROSCO,95,-23.6799692716689,-46.3676440939382,Vítima,Feminino,38,7/9/1978,Parda,AUXILIAR DE PRODUCAO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,3ª SEC,São Paulo,089 DP - Portal do Morumbi,1,1,10356,2,2017,2/27/2017,1420,2017,S.PAULO,89º D.P. JARDIM TABOAO,DEL.SEC.3º OESTE,DECAP,2/27/2017,01:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,21,11/13/1995,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,4ª SEC,São Paulo,073 DP - Jaçanã,1,1,900020,2,2017,2/1/2017,83690,2017,S.PAULO,DELEGACIA ELETRONICA,DEL.SEC.4º NORTE,DECAP,1/15/2017,PELA MANHÃ,Repartição Pública,AVENIDA PAULO LINCOLN DO VALLE PONTIN,744,-23.4590746471872,-46.5857733027396,Vítima,Feminino,40,11/3/1976,Branca,COSTUREIRO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,SEC Bragança Paulista,Bragança Paulista,002 DP - Bragança Pta.,1,1,70929,2,2017,2/8/2017,622,2017,BRAGANCA PAULISTA,DEL.SEC.BRAGANÇA PTA PLANTÃO,DEL.SEC.BRAGANÇA PAULISTA,DEINTER 2 - CAMPINAS,2/8/2017,11:30:00 AM,Rodovia/Estrada,ESTRADA MUNICIPAL DOMICIO FRANCO DE CAMA,1,-22.926451169,-46.559796568,Vítima,Feminino,52,12/27/1964,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 5,SEC Novo Horizonte,Urupês,DM - Urupes,1,1,110113,2,2017,2/13/2017,112,2017,URUPES,DEL.POL.URUPES,DEL.SEC.NOVO HORIZONTE,DEINTER 5 - SAO JOSE DO RIO PRETO,2/12/2017,11:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,35,4/30/1981,Preta,FUNCION.PUBLICO MUNICIPAL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Itapetininga,Itapetininga,001 DP - Itapetininga,1,1,120300,2,2017,2/18/2017,356,2017,ITAPETININGA,DEL.SEC.ITAPETININGA,DEL.SEC.ITAPETININGA,DEINTER 7 - SOROCABA,2/18/2017,A TARDE,Templo e afins,RUA NISHIMBO DO BRASIL,1504,-23.58760304422,-48.06870473388,Vítima,Feminino,66,3/7/1950,Branca,PENSIONISTA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Sorocaba,Sorocaba,002 DP - Sorocaba,1,1,120607,2,2017,2/1/2017,1600,2017,SOROCABA,PLANTÃO DE SOROCABA - Z. NORTE,DEL.SEC.SOROCABA,DEINTER 7 - SOROCABA,1/31/2017,A NOITE,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,17,3/29/1999,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Sorocaba,Sorocaba,008 DP - Sorocaba,1,1,120607,2,2017,2/22/2017,2573,2017,SOROCABA,PLANTÃO DE SOROCABA - Z. NORTE,DEL.SEC.SOROCABA,DEINTER 7 - SOROCABA,2/22/2017,04:07:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,37,6/24/1979,Parda,PENSIONISTA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 8,SEC Presidente Prudente,Regente Feijó,DM - Regente Feijó,1,1,90216,2,2017,2/14/2017,215,2017,REGENTE FEIJO,DEL.POL.REGENTE FEIJO,DEL.SEC.PRESIDENTE PRUDENTE,DEINTER 8 - PRESIDENTE PRUDENTE,2/14/2017,10:50:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,30,5/3/1986,Branca,GARÇON(ETE),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Osasco,Osasco,006 DP - Osasco,1,1,30418,2,2017,2/10/2017,1069,2017,OSASCO,05º D.P. OSASCO,DEL.SEC.OSASCO,DEMACRO,2/10/2017,07:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,50,12/29/1966,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Santo André,Santo André,006 DP - Santo André,1,1,30105,2,2017,2/28/2017,1001,2017,S.ANDRE,04º D.P. SANTO ANDRÉ,DEL.SEC.SANTO ANDRÉ,DEMACRO,2/28/2017,02:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,34,2/14/1983,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC São Bernardo Campo,São Caetano do Sul,DM - S. Caetano do Sul,1,1,30112,2,2017,2/27/2017,608,2017,S.CAETANO DO SUL,DEL.POL.S.CAETANO DO SUL,DEL.SEC.S.BERNARDO DO CAMPO,DEMACRO,2/26/2017,09:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,32,7/27/1984,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC São Bernardo Campo,São Caetano do Sul,DM - S. Caetano do Sul,,1,30112,2,2017,2/27/2017,608,2017,S.CAETANO DO SUL,DEL.POL.S.CAETANO DO SUL,DEL.SEC.S.BERNARDO DO CAMPO,DEMACRO,2/26/2017,09:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,17,1/4/2000,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,2ª SEC,São Paulo,017 DP - Ipiranga,1,1,10226,3,2017,3/17/2017,1664,2017,S.PAULO,26º D.P. SACOMA,DEL.SEC.2º SUL,DECAP,3/17/2017,08:29:00 AM,Via pública,AVENIDA DOUTOR GENTIL DE MOURA,0,-23.6026037419999,-46.6148704999999,Vítima,Feminino,20,12/6/1996,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 5,SEC São José Rio Preto,Mirassol,001 DP - Mirassol,1,1,110413,3,2017,3/20/2017,683,2017,MIRASSOL,DEL.POL.MIRASSOL,DEL.SEC.S.JOSE DO RIO PRETO,DEINTER 5 - SAO JOSE DO RIO PRETO,3/20/2017,05:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,31,1/1/1986,Preta,METALURGICO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Sorocaba,Pilar do Sul,DM - Pilar do Sul,1,1,120510,3,2017,3/4/2017,194,2017,PILAR DO SUL,DEL.POL.PILAR DO SUL,DEL.SEC.SOROCABA,DEINTER 7 - SOROCABA,3/4/2017,03:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,44,10/1/1972,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Americana,Americana,001 DP - Americana,1,1,70394,3,2017,3/28/2017,3255,2017,AMERICANA,DEL.SEC.AMERICANA PLANTÃO,DEL.SEC.AMERICANA,DEINTER 9 - PIRACICABA,3/27/2017,11:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,35,7/1/1981,Branca,OPERADOR DE CAIXA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Limeira,Leme,001 DP - Leme,1,1,70807,3,2017,3/18/2017,1759,2017,LEME,DEL.POL.LEME,DEL.SEC.LIMEIRA,DEINTER 9 - PIRACICABA,3/18/2017,11:39:00 AM,Via pública,AVENIDA JOAQUIM LOPES ÁGUILA,0,-22.1812568089999,-47.3921824239999,Vítima,Feminino,24,4/9/1992,Preta,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Limeira,Leme,001 DP - Leme,,1,70807,3,2017,3/18/2017,1759,2017,LEME,DEL.POL.LEME,DEL.SEC.LIMEIRA,DEINTER 9 - PIRACICABA,3/18/2017,11:39:00 AM,Via pública,AVENIDA JOAQUIM LOPES ÁGUILA,0,-22.1812568089999,-47.3921824239999,Vítima,Feminino,5,3/22/2011,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Carapicuíba,Barueri,DM - Barueri,1,1,30401,3,2017,3/14/2017,1310,2017,BARUERI,DEL.POL.BARUERI,DEL.SEC.CARAPICUIBA,DEMACRO,3/13/2017,10:20:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,34,1/29/1983,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Guarulhos,Guarulhos,005 DP - Guarulhos,1,1,30207,3,2017,3/9/2017,1133,2017,GUARULHOS,02º D.P. GUARULHOS,DEL.SEC.GUARULHOS,DEMACRO,3/8/2017,10:36:00 PM,Condominio Residencial,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,34,7/20/1982,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Taboão da Serra,Itapecerica da Serra,DM - Itapecerica da Serra,1,1,30406,3,2017,3/26/2017,1043,2017,ITAPECERICA DA SERRA,DEL.POL.ITAPECERICA DA SERRA,DEL.SEC.TABOÃO DA SERRA,DEMACRO,3/26/2017,08:30:00 AM,Via pública,RUA DA REPRESA,52,-23.7194779005057,-46.8565121647945,Vítima,Feminino,41,12/14/1975,Branca,COMERCIANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,3ª SEC,São Paulo,034 DP - Vila Sonia,1,1,10356,4,2017,4/18/2017,2790,2017,S.PAULO,89º D.P. JARDIM TABOAO,DEL.SEC.3º OESTE,DECAP,4/18/2017,08:09:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,23,11/30/1993,Branca,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,3ª SEC,São Paulo,046 DP - Perus,1,1,10333,4,2017,4/1/2017,2114,2017,S.PAULO,33º D.P. PIRITUBA,DEL.SEC.3º OESTE,DECAP,4/1/2017,10:40:00 AM,Via pública,RODOVIA ANHANGUERA,20,-23.4368900167419,-46.7286105185806,Vítima,Feminino,41,7/19/1975,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,7ª SEC,São Paulo,063 DP - Vila Jacuí,1,1,10326,4,2017,4/6/2017,2844,2017,S.PAULO,63º D.P. VILA JACUI,DEL.SEC.7º ITAQUERA,DECAP,4/6/2017,12:45:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,29,12/3/1987,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Franco da Rocha,Franco da Rocha,DM - Franco da Rocha,1,1,30204,4,2017,4/16/2017,2066,2017,FRANCO DA ROCHA,DEL.POL.FRANCO ROCHA,DEL.SEC.FRANCO DA ROCHA,DEMACRO,4/16/2017,06:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,NULL,NULL,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Guarulhos,Guarulhos,006 DP - Guarulhos,1,1,30206,4,2017,4/3/2017,1830,2017,GUARULHOS,01º D.P. GUARULHOS,DEL.SEC.GUARULHOS,DEMACRO,4/3/2017,09:22:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,51,6/7/1965,Parda,VENDEDOR(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Osasco,Osasco,009 DP - Osasco,1,1,30418,4,2017,4/14/2017,3242,2017,OSASCO,05º D.P. OSASCO,DEL.SEC.OSASCO,DEMACRO,4/14/2017,11:50:00 AM,Via pública,PRAÇA DICRAN ECHREFIAN,0,-23.5277772269999,-46.767925276,Vítima,Feminino,35,10/24/1981,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,5ª SEC,São Paulo,029 DP - Vila Diva,1,1,10229,5,2017,5/31/2017,1113,2017,S.PAULO,29º D.P. VILA PRUDENTE,DEL.SEC.5º LESTE,DECAP,5/31/2017,12:40:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,22,12/27/1994,Branca,BALCONISTA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Sertãozinho,Sertãozinho,DM - Sertãozinho,,1,100907,5,2017,5/11/2017,1942,2017,SERTAOZINHO,DEL.SEC.SERTÃOZINHO PLANTÃO,DEL.SEC.SERTÃOZINHO,DEINTER 3 - RIBEIRAO PRETO,5/11/2017,02:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,37,9/8/1979,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Bauru,Arealva,DM - Arealva,1,1,60120,5,2017,5/25/2017,193,2017,AREALVA,DEL.POL.AREALVA,DEL.SEC.BAURU,DEINTER 4 - BAURU,5/25/2017,EM HORA INCERTA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,56,10/30/1960,Branca,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Sorocaba,Salto,001 DP - Salto,1,1,120512,5,2017,5/12/2017,1135,2017,SALTO,DEL.POL.SALTO,DEL.SEC.SOROCABA,DEINTER 7 - SOROCABA,5/12/2017,07:04:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,52,6/24/1964,Preta,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Carapicuíba,Barueri,DM - Barueri,1,1,30401,5,2017,5/1/2017,2178,2017,BARUERI,DEL.POL.BARUERI,DEL.SEC.CARAPICUIBA,DEMACRO,5/1/2017,08:10:00 PM,Via pública,RUA CAMPOS SÁLES,1114,-23.5019995243631,-46.8782489799258,Vítima,Feminino,33,10/6/1983,Parda,AUTONOMO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Carapicuíba,Carapicuíba,002 DP - Carapicuiba,1,1,30432,5,2017,5/26/2017,1200,2017,CARAPICUIBA,02º D.P. CARAPICUIBA,DEL.SEC.CARAPICUIBA,DEMACRO,5/26/2017,PELA MANHÃ,Via pública,RUA DOS JATOBÁS,499,-23.5645856789999,-46.8724256309999,Vítima,Feminino,20,7/3/1996,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Guarulhos,Arujá,DM - Aruja,1,1,30201,5,2017,5/24/2017,1773,2017,ARUJA,DEL.POL.ARUJA,DEL.SEC.GUARULHOS,DEMACRO,5/24/2017,08:38:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,35,8/21/1981,Branca,AUXILIAR DE LIMPEZA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,8ª SEC,São Paulo,053 DP - Parque do Carmo,1,1,10353,6,2017,6/25/2017,4292,2017,S.PAULO,53º D.P. PARQUE DO CARMO,DEL.SEC.8º SAO MATEUS,DECAP,6/25/2017,08:44:00 AM,Via pública,RUA GARCA MORENA,15,-23.5881894613218,-46.4089728048112,Vítima,Feminino,36,6/10/1981,Preta,AUXILIAR DE FARMACIA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
