DEPARTAMENTO_CIRCUNSCRICAO,SECCIONAL_CIRCUNSCRICAO,MUNICIPIO_CIRCUNSCRICAO,DP_CIRCUNSCRICAO ,HD,Nº DE VÍT HD,ID_DELEGACIA,MÊS ESTATISTICA,ANO ESTATISTICA,DATAHORA_REGISTRO_BO,NUM_BO,ANO_BO,MUNICIPIO_ELABORACAO,DP_ELABORACAO,SEC_ELABORACAO,DEP_ELABORACAO,DATA_FATO,HORA_FATO,DESC_TIPOLOCAL,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,TIPO_PESSOA,SEXO_PESSOA,IDADE_PESSOA,DATA_NASCIMENTO_PESSOA,COR_PELE,PROFISSAO,NATUREZA_APURADA,DESDOBRAMENTO
DEINTER 5,SEC São José Rio Preto,São José do Rio Preto,001 DP - São José do Rio Preto,1,1,110429,1,2022,1/20/2022,509,2022,S.JOSE DO RIO PRETO,DEL.SEC.S.J RIO PRETO PLANTÃO,DEL.SEC.S.JOSE DO RIO PRETO,DEINTER 5 - SAO JOSE DO RIO PRETO,1/20/2022,05:43:00 PM,Comércio e serviços,RUA CORONEL SPÍNOLA CASTRO,3143,-20.8235029849999,-49.399066349,Vítima,Feminino,35,9/12/1986,Branca,CONTROLADOR(A) DE QUALIDADE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 6,SEC Itanhaém,Peruíbe,DM - Peruíbe,1,1,40208,1,2022,1/1/2022,9,2022,PERUIBE,DEL.POL.PERUIBE,DEL.SEC.ITANHAEM,DEINTER 6 - SANTOS,1/1/2022,09:50:00 AM,Via pública,AVENIDA PADRE ANCHIETA,2050,-24.274857266,-46.940956769,Vítima,Feminino,47,9/26/1974,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Itapeva,Buri,DM - Buri,1,1,120400,1,2022,1/8/2022,99,2022,BURI,DEL.SEC.ITAPEVA PLANTÃO,DEL.SEC.ITAPEVA,DEINTER 7 - SOROCABA,1/8/2022,EM HORA INCERTA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,52,10/23/1969,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 8,SEC Assis,Pedrinhas Paulista,DM - Pedrinhas Pta.,1,1,80125,1,2022,1/7/2022,1,2022,PEDRINHAS PAULISTA,DEL.POL.PEDRINHAS PAULISTA,DEL.SEC.ASSIS,DEINTER 8 - PRESIDENTE PRUDENTE,1/7/2022,03:00:00 PM,Via pública,AVENIDA MONSENHOR ERNESTO MONTANGNER,596,-22.8199377999999,-50.7987682999999,Vítima,Feminino,40,2/3/1981,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC São João Boa Vista,Vargem Grande do Sul,DM - Vargem Grande do Sul,1,1,70700,1,2022,1/17/2022,167,2022,VARGEM GRANDE DO SUL,DEL.SEC.S.JOAO DA BOA VISTA,DEL.SEC.S.JOÃO DA BOA VISTA,DEINTER 9 - PIRACICABA,1/17/2022,07:13:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,46,2/6/1975,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Taboão da Serra,Juquitiba,DM - Juquitiba,1,1,30409,1,2022,1/4/2022,10,2022,JUQUITIBA,DEL.POL.JUQUITIBA,DEL.SEC.TABOÃO DA SERRA,DEMACRO,1/4/2022,11:50:00 AM,Unidade rural,ESTRADA MEIA LÉGUA,100,-23.9074760691181,-47.1069067064293,Vítima,Feminino,55,4/5/1966,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Osasco,Osasco,002 DP - Osasco,1,1,30412,1,2022,1/21/2022,96,2022,OSASCO,02º D.P. OSASCO,DEL.SEC.OSASCO,DEMACRO,1/14/2022,A NOITE,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,19,6/25/2002,Ignorada,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Guarulhos,Guarulhos,007 DP - Guarulhos,1,1,30217,1,2022,1/31/2022,408,2022,GUARULHOS,07º D.P. GUARULHOS,DEL.SEC.GUARULHOS,DEMACRO,1/31/2022,06:22:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,37,9/9/1984,Preta,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Diadema,Diadema,001 DP - Diadema,1,1,30127,1,2022,1/15/2022,175,2022,DIADEMA,03º D.P. DIADEMA,DEL.SEC.DIADEMA,DEMACRO,1/15/2022,10:42:00 AM,Comércio e serviços,RUA CAETÉS,367,-23.694353884,-46.611641022,Vítima,Feminino,39,11/13/1982,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Mogi das Cruzes,Itaquaquecetuba,DM - Itaquaquecetuba,1,1,30304,1,2022,1/30/2022,458,2022,ITAQUAQUECETUBA,DEL.POL.ITAQUAQUECETUBA,DEL.SEC.MOGI DAS CRUZES,DEMACRO,1/30/2022,03:40:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,35,4/11/1986,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,6ª SEC,São Paulo,092 DP - Parque Santo Antônio,1,1,10247,2,2022,2/9/2022,1177,2022,S.PAULO,47º D.P. CAPAO REDONDO,DEL.SEC.6º SANTO AMARO,DECAP,2/9/2022,DE MADRUGADA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,26,7/25/1995,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,4ª SEC,São Paulo,073 DP - Jaçanã,1,1,10336,2,2022,2/20/2022,1291,2022,S.PAULO,73º D.P. JACANA,DEL.SEC.4º NORTE,DECAP,2/20/2022,09:56:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,37,7/17/1984,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 10,SEC Araçatuba,Penápolis,DM - Penapolis,1,1,50303,2,2022,2/17/2022,113,2022,PENAPOLIS,DDM PENAPOLIS,DEL.SEC.ARACATUBA,DEINTER 10 - ARAÇATUBA,2/14/2022,01:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,1,11/6/2020,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Bebedouro,Terra Roxa,DM - Terra Roxa,1,1,100912,2,2022,2/28/2022,488,2022,TERRA ROXA,DEL.POL.PLANTÃO BEBEDOURO,DEL.SEC.BEBEDOURO,DEINTER 3 - RIBEIRAO PRETO,2/27/2022,07:00:00 PM,Restaurante e afins,RUA DOUTOR OSVALDO PRUDENTE CORRÊA,1,-20.7887050059999,-48.329681894,Vítima,Feminino,26,1/23/1996,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Bauru,Ubirajara,DM - Ubirajara,1,1,60004,2,2022,2/7/2022,72,2022,UBIRAJARA,DEL.SEC.BAURU PL SUB-REG,DEL.SEC.BAURU,DEINTER 4 - BAURU,2/7/2022,04:55:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,35,2/25/1986,Branca,MANICURE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 5,SEC São José Rio Preto,Palestina,DM - Palestina,1,1,110421,2,2022,2/9/2022,62,2022,PALESTINA,DEL.POL.PALESTINA,DEL.SEC.S.JOSE DO RIO PRETO,DEINTER 5 - SAO JOSE DO RIO PRETO,2/9/2022,PELA MANHÃ,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,33,3/13/1988,Branca,COSTUREIRO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 6,SEC Praia Grande,São Vicente,003 DP - São Vicente,1,1,40217,2,2022,2/18/2022,389,2022,S.VICENTE,DEL.POL.S.VICENTE,DEL.SEC.PRAIA GRANDE,DEINTER 6 - SANTOS,2/18/2022,01:58:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,46,7/24/1975,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Sorocaba,Ibiúna,DM - Ibiúna,1,1,120505,2,2022,2/18/2022,400,2022,IBIUNA,DEL.POL.IBIÚNA,DEL.SEC.SOROCABA,DEINTER 7 - SOROCABA,2/16/2022,11:20:00 PM,Saúde,AVENIDA GABRIEL MONTEIRO DA SILVA,888,-23.6495068478371,-47.2181305496694,Vítima,Feminino,34,12/23/1987,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 8,SEC Dracena,Junqueirópolis,DM - Junqueirópolis,1,1,90622,2,2022,2/12/2022,455,2022,JUNQUEIROPOLIS,DEL.SEC.DRACENA PLANTÃO,DEL.SEC.DRACENA,DEINTER 8 - PRESIDENTE PRUDENTE,2/11/2022,11:48:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,44,1/27/1978,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Limeira,Limeira,002 DP - Limeira,1,1,70923,2,2022,2/22/2022,475,2022,LIMEIRA,DEL.SEC.LIMEIRA PLANTÃO,DEL.SEC.LIMEIRA,DEINTER 9 - PIRACICABA,2/22/2022,07:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,42,11/23/1979,Branca,AUXILIAR DE PRODUCAO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Mogi das Cruzes,Ferraz de Vasconcelos,DM - Ferraz de Vasconcelos,1,1,30302,2,2022,2/4/2022,345,2022,FERRAZ DE VASCONCELOS,DEL.POL.FERRAZ DE VASCONCELOS,DEL.SEC.MOGI DAS CRUZES,DEMACRO,2/4/2022,04:39:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,27,4/22/1994,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,7ª SEC,São Paulo,024 DP - Ponte Rasa,1,1,20224,3,2022,3/18/2022,1432,2022,S.PAULO,24º D.P. PONTE RASA,DEL.SEC.7º ITAQUERA,DECAP,3/17/2022,12:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,54,5/17/1967,Branca,APOSENTADO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 10,SEC Andradina,Mirandópolis,DM - Mirandópolis,1,1,50100,3,2022,3/13/2022,442,2022,MIRANDOPOLIS,DEL.SEC.ANDRADINA,DEL.SEC.ANDRADINA,DEINTER 10 - ARAÇATUBA,3/13/2022,04:00:00 PM,Estabelecimento prisional,AVENIDA OSVALDO BRANDI DE FARIA,4450,NULL,NULL,Vítima,Feminino,31,2/4/1991,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,SEC Bragança Paulista,Serra Negra,DM - Serra Negra,1,1,70112,3,2022,3/9/2022,474,2022,SERRA NEGRA,DEL.POL.SERRA NEGRA,DEL.SEC.BRAGANÇA PAULISTA,DEINTER 2 - CAMPINAS,3/8/2022,04:00:00 PM,Area não ocupada,rua josé fonseca,1,-22.6126745,-46.699658,Encontro de Cadáver,Feminino,34,9/12/1987,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,1ª Seccional Campinas,Campinas,010 DP - Campinas,1,1,120557,3,2022,3/15/2022,491,2022,CAMPINAS,PLANTÃO-DEF.MUL.CAMPINAS-2ªSEC,DEL.SEC.2º CAMPINAS,DEINTER 2 - CAMPINAS,3/15/2022,EM HORA INCERTA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,31,8/15/1990,Branca,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC São Carlos,Porto Ferreira,DM - Porto Ferreira,1,1,100525,3,2022,3/10/2022,169,2022,PORTO FERREIRA,DEL.POL.PLANTÃO PORTO FERREIRA,DEL.SEC.SAO CARLOS,DEINTER 3 - RIBEIRAO PRETO,3/10/2022,06:30:00 PM,Via pública,RUA DELMIRA TAVARES,63,-21.861758224,-47.4804391229999,Vítima,Feminino,63,1/4/1959,Branca,PROFESSOR(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Araraquara,Matão,001 DP - Matao,1,1,100129,3,2022,3/23/2022,35,2022,MATAO,DDM MATAO,DEL.SEC.ARARAQUARA,DEINTER 3 - RIBEIRAO PRETO,3/23/2022,01:35:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,41,8/4/1980,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Araraquara,Américo Brasiliense,DM - Américo Brasiliense,1,1,100908,3,2022,3/27/2022,1108,2022,AMERICO BRASILIENSE,DEL.SEC.ARARAQUARA PLANTÃO,DEL.SEC.ARARAQUARA,DEINTER 3 - RIBEIRAO PRETO,3/27/2022,06:16:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,29,7/26/1992,Parda,EMBALADOR(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Lins,Lins,003 DP - Lins,1,1,60405,3,2022,3/9/2022,1266,2022,LINS,CPJ LINS,DEL.SEC.LINS,DEINTER 4 - BAURU,3/9/2022,01:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,21,11/14/2000,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 5,SEC São José Rio Preto,São José do Rio Preto,004 DP - São José do Rio Preto,1,1,110429,3,2022,3/26/2022,2440,2022,S.JOSE DO RIO PRETO,DEL.SEC.S.J RIO PRETO PLANTÃO,DEL.SEC.S.JOSE DO RIO PRETO,DEINTER 5 - SAO JOSE DO RIO PRETO,3/26/2022,10:45:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,45,8/6/1976,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 5,SEC São José Rio Preto,Monte Aprazível,DM - Monte Aprazível,1,1,110413,3,2022,3/18/2022,942,2022,MONTE APRAZIVEL,DEL.POL.MIRASSOL,DEL.SEC.S.JOSE DO RIO PRETO,DEINTER 5 - SAO JOSE DO RIO PRETO,3/17/2022,11:30:00 PM,Via pública,RUA CONSTANTINO DE CARVALHO,1048,-20.778156297,-49.698949327,Vítima,Feminino,42,10/2/1979,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 6,SEC Santos,Guarujá,002 DP - Guarujá,1,1,40203,3,2022,3/14/2022,1426,2022,GUARUJA,DEL.POL.GUARUJA,DEL.SEC.SANTOS,DEINTER 6 - SANTOS,3/14/2022,01:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,34,12/16/1987,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 8,SEC Dracena,Dracena,001 DP - Dracena,1,1,90622,3,2022,3/18/2022,873,2022,DRACENA,DEL.SEC.DRACENA PLANTÃO,DEL.SEC.DRACENA,DEINTER 8 - PRESIDENTE PRUDENTE,3/18/2022,08:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,42,5/22/1979,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Piracicaba,Piracicaba,001 DP - Piracicaba,1,1,70538,3,2022,3/24/2022,434,2022,PIRACICABA,DDM PIRACICABA,DEL.SEC.PIRACICABA,DEINTER 9 - PIRACICABA,3/24/2022,04:09:00 PM,Via pública,RUA AJUDANTE ALBANO,750,-22.71198583936,-47.63963086474,Vítima,Feminino,41,4/26/1980,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Taboão da Serra,Taboão da Serra,002 DP - Taboão da Serra,1,1,30614,3,2022,3/6/2022,806,2022,TABOAO DA SERRA,01º D.P. TABOÃO DA SERRA,DEL.SEC.TABOÃO DA SERRA,DEMACRO,3/6/2022,05:00:00 PM,Via pública,TRAVESSA ESPLANADA,56,-23.6307565086369,-46.7839706730072,Vítima,Feminino,29,1/15/1993,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC São Bernardo Campo,São Bernardo do Campo,006 DP - São Bernardo do Campo,1,1,30109,3,2022,3/5/2022,961,2022,S.BERNARDO DO CAMPO,01º D.P. S.B.C-DR OMAR CASSIM,DEL.SEC.S.BERNARDO DO CAMPO,DEMACRO,3/5/2022,04:10:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,33,6/28/1988,Parda,AJUDANTE DE COZINHA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Mogi das Cruzes,Ferraz de Vasconcelos,DM - Ferraz de Vasconcelos,1,1,30302,3,2022,3/30/2022,861,2022,FERRAZ DE VASCONCELOS,DEL.POL.FERRAZ DE VASCONCELOS,DEL.SEC.MOGI DAS CRUZES,DEMACRO,3/30/2022,12:20:00 AM,Via pública,RUA SANTA DURVALINA,56,NULL,NULL,Vítima,Feminino,22,10/27/1999,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Franco da Rocha,Francisco Morato,DM - Francisco Morato,1,1,30203,3,2022,3/4/2022,886,2022,FRANCISCO MORATO,DEL.POL.FRANCISCO MORATO,DEL.SEC.FRANCO DA ROCHA,DEMACRO,3/3/2022,11:50:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,50,6/21/1971,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Carapicuíba,Itapevi,DM - Itapevi,1,1,30613,3,2022,3/9/2022,502,2022,ITAPEVI,DDM BARUERI,DEL.SEC.CARAPICUIBA,DEMACRO,3/9/2022,02:45:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,37,2/12/1985,Parda,AUXILIAR DE LIMPEZA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Carapicuíba,Barueri,DM - Barueri,1,1,30613,3,2022,3/13/2022,536,2022,BARUERI,DDM BARUERI,DEL.SEC.CARAPICUIBA,DEMACRO,3/13/2022,09:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,25,7/15/1996,Parda,GARÇON(ETE),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,7ª SEC,São Paulo,024 DP - Ponte Rasa,1,1,20210,4,2022,4/28/2022,1748,2022,S.PAULO,10º D.P. PENHA DE FRANCA,DEL.SEC.5º LESTE,DECAP,4/28/2022,01:05:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,36,1/21/1986,Preta,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,6ª SEC,São Paulo,085 DP - Jardim Mirna,1,1,10374,4,2022,4/1/2022,1604,2022,S.PAULO,101º D.P. JDIM IMBUIAS,DEL.SEC.6º SANTO AMARO,DECAP,3/31/2022,11:45:00 PM,Via pública,Rua Força Popular,4,-23.7573677,-46.6789221,Vítima,Feminino,35,5/2/1986,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
