DEPARTAMENTO_CIRCUNSCRICAO,SECCIONAL_CIRCUNSCRICAO,MUNICIPIO_CIRCUNSCRICAO,DP_CIRCUNSCRICAO ,HD,Nº DE VÍT HD,ID_DELEGACIA,MÊS ESTATISTICA,ANO ESTATISTICA,DATAHORA_REGISTRO_BO,NUM_BO,ANO_BO,MUNICIPIO_ELABORACAO,DP_ELABORACAO,SEC_ELABORACAO,DEP_ELABORACAO,DATA_FATO,HORA_FATO,DESC_TIPOLOCAL,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,TIPO_PESSOA,SEXO_PESSOA,IDADE_PESSOA,DATA_NASCIMENTO_PESSOA,COR_PELE,PROFISSAO,NATUREZA_APURADA,DESDOBRAMENTO
DEINTER 7,SEC Itapetininga,Sarapuí,DM - Sarapuí,1,1,120309,1,2019,1/28/2019,21,2019,SARAPUI,DEL.POL.SARAPUI,DEL.SEC.ITAPETININGA,DEINTER 7 - SOROCABA,1/28/2019,07:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,41,6/16/1977,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Itapetininga,Tatuí,DM - Tatuí,1,1,120609,1,2019,1/20/2019,201,2019,TATUI,DEL.POL.PLANTÃO TATUI,DEL.SEC.ITAPETININGA,DEINTER 7 - SOROCABA,1/20/2019,02:23:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,38,4/17/1980,Branca,AUXILIAR DE PRODUCAO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Franco da Rocha,Francisco Morato,DM - Francisco Morato,1,1,30203,1,2019,1/5/2019,89,2019,FRANCISCO MORATO,DEL.POL.FRANCISCO MORATO,DEL.SEC.FRANCO DA ROCHA,DEMACRO,1/5/2019,10:32:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,39,8/23/1979,Preta,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Guarulhos,Santa Isabel,DM - Santa Isabel,1,1,30211,1,2019,1/4/2019,31,2019,S.ISABEL,DEL.POL.STA ISABEL,DEL.SEC.GUARULHOS,DEMACRO,12/26/2018,03:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,40,12/1/1978,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,4ª SEC,São Paulo,040 DP - Vila Santa Maria,1,1,20113,2,2019,2/21/2019,1525,2019,S.PAULO,13º D.P. CASA VERDE,DEL.SEC.4º NORTE,DECAP,2/21/2019,02:51:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,26,1/23/1993,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,7ª SEC,São Paulo,032 DP - Itaquera,1,1,10326,2,2019,2/3/2019,810,2019,S.PAULO,63º D.P. VILA JACUI,DEL.SEC.7º ITAQUERA,DECAP,2/2/2019,02:30:00 AM,Via pública,RUA JUCARAL,489,-23.5295231009453,-46.4338821502968,Vítima,Feminino,27,5/28/1991,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,2ª Seccional Campinas,Campinas,009 DP - Campinas,1,1,70942,2,2019,2/27/2019,1298,2019,CAMPINAS,DEL.SEC.2ª CAMPINAS-PLANTÃO,DEL.SEC.2º CAMPINAS,DEINTER 2 - CAMPINAS,2/27/2019,PELA MANHÃ,Comércio e serviços,AVENIDA JOÃO PRATA VIÊIRA,526,-22.98974182,-47.11877984,Vítima,Feminino,53,8/11/1965,Branca,COMERCIANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Barretos,Barretos,001 DP - Barretos,1,1,100909,2,2019,2/26/2019,892,2019,BARRETOS,DEL.SEC.BARRETOS PLANTÃO,DEL.SEC.BARRETOS,DEINTER 3 - RIBEIRAO PRETO,2/26/2019,05:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,63,1/7/1956,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Franca,Jeriquara,DM - Jeriguara,1,1,100309,2,2019,2/9/2019,24,2019,JERIQUARA,DEL.POL.JERIQUARA,DEL.SEC.FRANCA,DEINTER 3 - RIBEIRAO PRETO,2/9/2019,06:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,60,3/21/1958,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC São Carlos,São Carlos,005 DP - São Carlos,1,1,100519,2,2019,2/26/2019,34,2019,S.CARLOS,DEL.INV.GER. SÃO CARLOS,DEL.SEC.SAO CARLOS,DEINTER 3 - RIBEIRAO PRETO,2/26/2019,08:51:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,34,4/10/1984,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 6,SEC Santos,Praia Grande,002 DP - Praia Grande,1,1,40209,2,2019,2/14/2019,1631,2019,PRAIA GRANDE,01º D.P. PRAIA GRANDE-VL. TUPI,DEL.SEC.PRAIA GRANDE,DEINTER 6 - SANTOS,2/13/2019,07:40:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Masculino,36,10/28/1982,Parda,CABELEIREIRO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Itapetininga,Cesário Lange,DM - Cesário Lange,1,1,120303,2,2019,2/1/2019,88,2019,CESARIO LANGE,DEL.POL.CESÁRIO LANGE,DEL.SEC.ITAPETININGA,DEINTER 7 - SOROCABA,2/1/2019,DE MADRUGADA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,27,9/21/1991,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Carapicuíba,Barueri,002 DP - de Barueri,1,1,30609,2,2019,2/11/2019,345,2019,BARUERI,02º D.P. BARUERI,DEL.SEC.CARAPICUIBA,DEMACRO,2/11/2019,05:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,56,9/16/1962,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Franco da Rocha,Cajamar,DM - Cajamar,1,1,70401,2,2019,2/3/2019,269,2019,CAJAMAR,DEL.POL.CAJAMAR,DEL.SEC.FRANCO DA ROCHA,DEMACRO,2/3/2019,09:10:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,29,10/6/1989,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Santo André,Mauá,003 DP - Mauá,1,1,30124,2,2019,2/3/2019,774,2019,MAUA,01º DP MAUA-DR.ALFREDO GARBINO,DEL.SEC.SANTO ANDRÉ,DEMACRO,2/3/2019,06:20:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,37,10/1/1981,Parda,MEDICO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC São Bernardo Campo,São Caetano do Sul,002 DP - S. Caetano do Sul,1,1,30112,2,2019,2/2/2019,337,2019,S.CAETANO DO SUL,DEL.POL.S.CAETANO DO SUL,DEL.SEC.S.BERNARDO DO CAMPO,DEMACRO,2/2/2019,01:09:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,38,8/27/1980,Branca,TECNICO EM VETERINARIA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,7ª SEC,São Paulo,065 DP - Artur Alvim,1,1,20302,3,2019,4/3/2019,1061,2019,S.PAULO,07ª DDM ITAQUERA,DEL.SEC.7º ITAQUERA,DECAP,3/9/2019,DE MADRUGADA,Saúde,VIELA FORMOSA,48,-23.5522066203537,-46.4770466887416,Vítima,Feminino,27,11/9/1991,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,1ª Seccional Campinas,Campinas,004 DP - Campinas,1,1,120557,3,2019,3/6/2019,60,2019,CAMPINAS,PLANTÃO-DEF.MUL.CAMPINAS-2ªSEC,DEL.SEC.2º CAMPINAS,DEINTER 2 - CAMPINAS,3/6/2019,04:45:00 PM,Area não ocupada,AVENIDA BARAO DE ITAPURA,2355,NULL,NULL,Vítima,Feminino,40,2/17/1979,Preta,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Araraquara,Borborema,DM - Borborema,1,1,100121,3,2019,3/5/2019,752,2019,IBITINGA,DEL.POL.IBITINGA,DEL.SEC.ARARAQUARA,DEINTER 3 - RIBEIRAO PRETO,3/5/2019,04:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,29,2/10/1990,Branca,DESEMPREGADO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Marília,Marília,003 DP - Marília,1,1,80504,3,2019,3/25/2019,3010,2019,MARILIA,DEL.SEC.MARÍLIA PLANTÃO,DEL.SEC.MARILIA,DEINTER 4 - BAURU,3/25/2019,DE MADRUGADA,Hospedagem,RUA ARMANDO SÁLES DE OLIVEIRA,77,-22.2166940053928,-49.9485321532499,Vítima,Feminino,37,10/14/1981,Parda,DESEMPREGADO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 5,SEC Novo Horizonte,Itajobi,DM - Itajobi,1,1,110106,3,2019,3/29/2019,281,2019,ITAJOBI,DEL.POL.ITAJOBI,DEL.SEC.NOVO HORIZONTE,DEINTER 5 - SAO JOSE DO RIO PRETO,3/29/2019,DE MADRUGADA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,25,9/28/1993,Branca,CABELEIREIRO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 6,SEC Santos,São Vicente,003 DP - São Vicente,1,1,40230,3,2019,3/15/2019,320,2019,S.VICENTE,DDM SAO VICENTE,DEL.SEC.PRAIA GRANDE,DEINTER 6 - SANTOS,3/15/2019,02:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,28,4/21/1990,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 8,SEC Assis,Palmital,DM - Palmital,1,1,80116,3,2019,3/16/2019,248,2019,PALMITAL,DEL.POL.PALMITAL,DEL.SEC.ASSIS,DEINTER 8 - PRESIDENTE PRUDENTE,3/16/2019,08:03:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,41,8/17/1977,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Carapicuíba,Carapicuíba,001 DP - Carapicuiba,1,1,30427,3,2019,3/17/2019,2217,2019,CARAPICUIBA,01º D.P. CARAPICUIBA,DEL.SEC.CARAPICUIBA,DEMACRO,3/16/2019,11:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,46,5/18/1972,Parda,AJUDANTE GERAL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Guarulhos,Guarulhos,001 DP - Guarulhos,1,1,30206,3,2019,3/27/2019,1594,2019,GUARULHOS,01º D.P. GUARULHOS,DEL.SEC.GUARULHOS,DEMACRO,3/13/2019,03:37:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,52,12/5/1966,Branca,DENTISTA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Mogi das Cruzes,Guararema,DM - Guararema,1,1,30303,3,2019,3/5/2019,253,2019,GUARAREMA,DEL.POL.GUARAREMA,DEL.SEC.MOGI DAS CRUZES,DEMACRO,3/5/2019,08:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,22,6/23/1996,Parda,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Santo André,Santo André,003 DP - Santo André,1,1,30102,3,2019,3/18/2019,1694,2019,S.ANDRE,01º D.P. SANTO ANDRÉ,DEL.SEC.SANTO ANDRÉ,DEMACRO,3/18/2019,07:37:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,21,6/30/1997,Branca,TECNICO EM ENFERMAGEM,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Santo André,Santo André,005 DP - Santo André,1,1,30102,3,2019,3/18/2019,1686,2019,S.ANDRE,01º D.P. SANTO ANDRÉ,DEL.SEC.SANTO ANDRÉ,DEMACRO,3/18/2019,12:00:00 PM,Via pública,RUA ARMANDO MAZO,156,-23.647584607129,-46.4966846686129,Vítima,Feminino,38,11/15/1980,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC São Bernardo Campo,São Bernardo do Campo,006 DP - São Bernardo do Campo,1,1,30109,3,2019,3/10/2019,1761,2019,S.BERNARDO DO CAMPO,01º D.P. S.B.C-DR OMAR CASSIM,DEL.SEC.S.BERNARDO DO CAMPO,DEMACRO,3/10/2019,06:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,26,5/31/1992,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,3ª SEC,São Paulo,046 DP - Perus,1,1,200100,4,2019,4/28/2019,232,2019,S.PAULO,DHPP DIV. HOMICIDIOS,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP,4/28/2019,02:10:00 PM,Area não ocupada,RUA ARGENTINA,26,NULL,NULL,Vítima,Feminino,24,10/29/1994,Branca,AGENTE DE SEGURANCA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,4ª SEC,São Paulo,073 DP - Jaçanã,1,1,10336,4,2019,4/29/2019,4573,2019,S.PAULO,73º D.P. JACANA,DEL.SEC.4º NORTE,DECAP,4/28/2019,10:55:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,24,11/27/1994,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,5ª SEC,São Paulo,021 DP - Vila Matilde,1,1,20210,4,2019,4/28/2019,3204,2019,S.PAULO,10º D.P. PENHA DE FRANCA,DEL.SEC.5º LESTE,DECAP,4/27/2019,04:30:00 AM,Via pública,RUA ARI SIQUEIRA,115,-23.5349302289505,-46.5242438021232,Vítima,Feminino,38,9/12/1980,Branca,RECEPCIONISTA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,6ª SEC,São Paulo,025 DP - Parelheiros,1,1,200100,4,2019,4/28/2019,231,2019,S.PAULO,DHPP DIV. HOMICIDIOS,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP,4/28/2019,12:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,41,4/28/1978,Branca,OPERADOR DE CAIXA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 1,SEC São José Campos,São José dos Campos,007 DP - São Jose dos Campos,1,1,130508,4,2019,4/19/2019,1078,2019,S.JOSE DOS CAMPOS,DEL.SEC.POL.SJCAMPOS PL SUL,DEL.SEC.S.JOSÉ DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,4/19/2019,03:41:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,70,7/27/1948,Branca,DESEMPREGADO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 1,SEC São José Campos,São José dos Campos,007 DP - São Jose dos Campos,1,1,130508,4,2019,4/22/2019,1123,2019,S.JOSE DOS CAMPOS,DEL.SEC.POL.SJCAMPOS PL SUL,DEL.SEC.S.JOSÉ DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,4/22/2019,09:22:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,28,2/22/1991,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 10,SEC Andradina,Mirandópolis,DM - Mirandópolis,1,1,50106,4,2019,4/19/2019,570,2019,MIRANDOPOLIS,DEL.POL.MIRANDOPOLIS,DEL.SEC.ANDRADINA,DEINTER 10 - ARAÇATUBA,4/19/2019,11:52:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,35,5/17/1983,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Franca,Franca,004 DP - Franca,1,1,100910,4,2019,4/14/2019,1958,2019,FRANCA,DEL.SEC.FRANCA PLANTÃO,DEL.SEC.FRANCA,DEINTER 3 - RIBEIRAO PRETO,4/14/2019,05:05:00 PM,Via pública,AVENIDA CÉSAR MARTINS PIRAJÁ,1372,-20.591118588,-47.370660092,Vítima,Feminino,30,11/3/1988,Preta,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Sertãozinho,Dumont,DM - Dumont,1,1,100408,4,2019,4/10/2019,139,2019,DUMONT,DEL.POL.DUMONT,DEL.SEC.SERTÃOZINHO,DEINTER 3 - RIBEIRAO PRETO,4/10/2019,01:01:00 PM,Via pública,RUA SILVIANO BIAGI,74,-21.238858800983,-47.9761486520169,Vítima,Feminino,22,5/4/1996,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Marília,Marília,004 DP - Marília,1,1,80504,4,2019,4/16/2019,3796,2019,MARILIA,DEL.SEC.MARÍLIA PLANTÃO,DEL.SEC.MARILIA,DEINTER 4 - BAURU,4/16/2019,08:20:00 PM,Via pública,RUA MONSENHOR JOÃO BATISTA TÓFOLI,133,-22.2176685555416,-49.9701648616666,Vítima,Feminino,20,7/24/1998,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Itapetininga,Tatuí,001 DP - Tatuí,1,1,120609,4,2019,4/22/2019,1247,2019,TATUI,DEL.POL.PLANTÃO TATUI,DEL.SEC.ITAPETININGA,DEINTER 7 - SOROCABA,4/22/2019,02:50:00 PM,Via pública,VIA ANEL VIARIO GUARACI OLIVEIRA,0,-23.353059173,-47.85775244,Vítima,Feminino,46,8/5/1972,Parda,AUTONOMO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Rio Claro,Santa Gertrudes,DM - Sta. Gertrudes,1,1,70924,4,2019,4/10/2019,2907,2019,RIO CLARO,DEL.SEC.RIO CLARO PLANTÃO,DEL.SEC.RIO CLARO,DEINTER 9 - PIRACICABA,4/9/2019,11:30:00 PM,Via pública,RUA BETTI MARTINS,543,-22.443540233,-47.539639571,Vítima,Feminino,45,2/11/1974,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Guarulhos,Guarulhos,006 DP - Guarulhos,1,1,30206,4,2019,4/6/2019,1807,2019,GUARULHOS,01º D.P. GUARULHOS,DEL.SEC.GUARULHOS,DEMACRO,4/6/2019,03:00:00 AM,Restaurante e afins,RUA MARIA ANTÔNIETA,63,-23.4298960482095,-46.5208265402645,Vítima,Feminino,24,12/24/1994,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
