DEPARTAMENTO_CIRCUNSCRICAO,SECCIONAL_CIRCUNSCRICAO,MUNICIPIO_CIRCUNSCRICAO,DP_CIRCUNSCRICAO ,HD,Nº DE VÍT HD,ID_DELEGACIA,MÊS ESTATISTICA,ANO ESTATISTICA,DATAHORA_REGISTRO_BO,NUM_BO,ANO_BO,MUNICIPIO_ELABORACAO,DP_ELABORACAO,SEC_ELABORACAO,DEP_ELABORACAO,DATA_FATO,HORA_FATO,DESC_TIPOLOCAL,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,TIPO_PESSOA,SEXO_PESSOA,IDADE_PESSOA,DATA_NASCIMENTO_PESSOA,COR_PELE,PROFISSAO,NATUREZA_APURADA,DESDOBRAMENTO
DECAP,8ª SEC,São Paulo,055 DP - Parque São Rafael,1,1,20249,2,2021,2/6/2021,740,2021,S.PAULO,49º D.P. SAO MATEUS,DEL.SEC.8º SAO MATEUS,DECAP,2/6/2021,10:00:00 AM,Via pública,RUA BANDEIRA DE ARACAMBI,1200,-23.6297718274149,-46.4520575032913,Vítima,Feminino,38,9/16/1982,Parda,ATENDENTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 10,SEC Andradina,Pereira Barreto,DM - Pereira Barreto,1,1,50109,2,2021,2/12/2021,99,2021,PEREIRA BARRETO,DEL.POL.PEREIRA BARRETO,DEL.SEC.ANDRADINA,DEINTER 10 - ARAÇATUBA,2/12/2021,01:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,30,12/13/1990,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Bauru,Bauru,001 DP - Bauru,1,1,60404,2,2021,2/11/2021,1867,2021,BAURU,CPJ BAURU,DEL.SEC.BAURU,DEINTER 4 - BAURU,2/11/2021,02:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,47,2/6/1974,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Marília,Pompéia,DM - Pompéia,1,1,80220,2,2021,2/2/2021,57,2021,POMPEIA,DEL.POL.POMPEIA,DEL.SEC.MARILIA,DEINTER 4 - BAURU,2/2/2021,02:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,34,8/23/1986,Branca,COMERCIANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Marília,Pompéia,DM - Pompéia,,1,80220,2,2021,2/2/2021,57,2021,POMPEIA,DEL.POL.POMPEIA,DEL.SEC.MARILIA,DEINTER 4 - BAURU,2/2/2021,02:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,9,10/20/2011,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Marília,Pompéia,DM - Pompéia,1,1,80220,2,2021,2/11/2021,71,2021,POMPEIA,DEL.POL.POMPEIA,DEL.SEC.MARILIA,DEINTER 4 - BAURU,2/11/2021,12:34:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,19,3/2/2001,Parda,DESEMPREGADO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 6,SEC Registro,Miracatu,DM - Miracatú,1,1,40106,2,2021,2/24/2021,293,2021,MIRACATU,DEL.POL.MIRACATU,DEL.SEC.REGISTRO,DEINTER 6 - SANTOS,2/24/2021,09:28:00 AM,Via pública,RUA um,1,-24.308367059,-47.507761935,Vítima,Feminino,27,9/29/1993,Preta,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Americana,Sumaré,003 DP - Sumaré,1,1,70926,2,2021,2/13/2021,289,2021,SUMARE,DEL.POL.PLANTÃO SUMARE,DEL.SEC.AMERICANA,DEINTER 9 - PIRACICABA,2/12/2021,09:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,30,4/26/1990,Branca,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Taboão da Serra,Taboão da Serra,002 DP - Taboão da Serra,1,1,30616,2,2021,2/24/2021,313,2021,TABOAO DA SERRA,02º D.P. TABOÃO DA SERRA,DEL.SEC.TABOÃO DA SERRA,DEMACRO,2/24/2021,07:04:00 AM,Via pública,RUA CARLOS LAMARCA,102,-23.6268412892253,-46.794108219496,Vítima,Feminino,31,3/15/1989,Branca,AJUDANTE GERAL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,2ª SEC,São Paulo,083 DP - Parque Bristol,1,1,10226,3,2021,3/16/2021,1004,2021,S.PAULO,26º D.P. SACOMA,DEL.SEC.2º SUL,DECAP,3/16/2021,04:40:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,52,4/19/1968,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,6ª SEC,São Paulo,100 DP - Jardim Herculano,1,1,10247,3,2021,3/14/2021,2317,2021,S.PAULO,47º D.P. CAPAO REDONDO,DEL.SEC.6º SANTO AMARO,DECAP,3/14/2021,12:50:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,53,1/9/1968,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,7ª SEC,São Paulo,062 DP - Ermelino Matarazzo,1,1,20224,3,2021,3/17/2021,1199,2021,S.PAULO,24º D.P. PONTE RASA,DEL.SEC.7º ITAQUERA,DECAP,3/16/2021,09:40:00 PM,Saúde,RUA MIGUEL NOVAIS,113,-23.498302682,-46.4726385869999,Vítima,Feminino,36,4/21/1984,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,7ª SEC,São Paulo,063 DP - Vila Jacuí,1,1,10360,3,2021,3/15/2021,501,2021,S.PAULO,65º D.P. ARTUR ALVIM,DEL.SEC.7º ITAQUERA,DECAP,3/15/2021,07:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,25,4/22/1995,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 1,SEC São José Campos,São José dos Campos,002 DP - São Jose dos Campos,1,1,130311,3,2021,3/26/2021,245,2021,S.JOSE DOS CAMPOS,02º D.P. S.JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,3/26/2021,EM HORA INCERTA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,27,3/2/1994,Preta,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 10,SEC Andradina,Pereira Barreto,DM - Pereira Barreto,1,1,50116,3,2021,3/24/2021,75,2021,PEREIRA BARRETO,DDM PEREIRA BARRETO,DEL.SEC.ANDRADINA,DEINTER 10 - ARAÇATUBA,3/24/2021,DE MADRUGADA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,44,9/12/1976,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,SEC Bragança Paulista,Águas de Lindóia,DM - Águas de Lindóia,1,1,70112,3,2021,3/6/2021,400,2021,SERRA NEGRA,DEL.POL.SERRA NEGRA,DEL.SEC.BRAGANÇA PAULISTA,DEINTER 2 - CAMPINAS,3/5/2021,11:28:00 PM,Condominio Residencial,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,24,3/19/1996,Branca,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,SEC Bragança Paulista,Bragança Paulista,003 DP - Bragança Pta.,1,1,70929,3,2021,3/26/2021,1223,2021,BRAGANCA PAULISTA,DEL.SEC.BRAGANÇA PTA PLANTÃO,DEL.SEC.BRAGANÇA PAULISTA,DEINTER 2 - CAMPINAS,3/26/2021,EM HORA INCERTA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,35,2/27/1986,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,SEC Mogi-Guaçu,Mogi Mirim,002 DP - Mogi Mirim,1,1,70316,3,2021,3/25/2021,865,2021,MOGI MIRIM,DEL.POL.MOGI-MIRIM,DEL.SEC.MOGI GUAÇU,DEINTER 2 - CAMPINAS,3/24/2021,10:30:00 PM,Via pública,RUA SEBASTIAO VAZ,1571,-22.4769224189999,-46.948781421,Vítima,Feminino,32,9/19/1988,Branca,AGENTE DE SEGURANCA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Araraquara,Araraquara,001 DP - Araraquara,1,1,100123,3,2021,3/3/2021,197,2021,ARARAQUARA,DDM ARARAQUARA,DEL.SEC.ARARAQUARA,DEINTER 3 - RIBEIRAO PRETO,3/3/2021,12:46:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,32,9/10/1988,Parda,PROSTITUTA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Barretos,Guaíra,DM - Guaíra,1,1,100234,3,2021,3/26/2021,85,2021,GUAIRA,DDM GUAIRA,DEL.SEC.BARRETOS,DEINTER 3 - RIBEIRAO PRETO,3/25/2021,A NOITE,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,30,12/18/1990,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Ribeirão Preto,Ribeirão Preto,002 DP - Ribeirão Preto,1,1,100919,3,2021,3/12/2021,1314,2021,RIBEIRAO PRETO,CPJ RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,DEINTER 3 - RIBEIRAO PRETO,3/12/2021,05:38:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,36,10/21/1984,Parda,FRENTISTA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Ribeirão Preto,Santa Rosa do Viterbo,DM - Sta. Rosa Viterbo,1,1,100422,3,2021,3/12/2021,337,2021,S.ROSA DE VITERBO,DEL.POL.S.ROSA DE VITERBO,DEL.SEC.RIBEIRAO PRETO,DEINTER 3 - RIBEIRAO PRETO,3/12/2021,06:15:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,43,4/26/1977,Branca,OPERADOR DE COBRANCA BANCARIA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 6,SEC Praia Grande,Praia Grande,003 DP - Praia Grande,1,1,40209,3,2021,3/30/2021,1943,2021,PRAIA GRANDE,01º D.P. PRAIA GRANDE-VL. TUPI,DEL.SEC.PRAIA GRANDE,DEINTER 6 - SANTOS,3/30/2021,03:07:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,70,10/3/1950,Branca,APOSENTADO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Itapeva,Apiaí,DM - Apiaí,1,1,120401,3,2021,3/26/2021,255,2021,APIAI,DEL.POL.APIAI,DEL.SEC.ITAPEVA,DEINTER 7 - SOROCABA,3/15/2021,PELA MANHÃ,Unidade rural,ESTRADA DO BAIRRO ENCAPOEIRADO,1,-24.5387170499999,-48.8246289419999,Vítima,Feminino,38,10/27/1982,Preta,FAXINEIRO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Sorocaba,Araçariguama,DM - Araçariguama,1,1,120545,3,2021,3/15/2021,199,2021,ARACARIGUAMA,DEL.POL.ARAÇARIGUAMA,DEL.SEC.SOROCABA,DEINTER 7 - SOROCABA,3/15/2021,03:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,19,4/17/2001,Parda,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Sorocaba,Sorocaba,002 DP - Sorocaba,1,1,120556,3,2021,3/17/2021,213,2021,SOROCABA,PLANTÃO-DEF MULH SOROCABA,DEL.SEC.SOROCABA,DEINTER 7 - SOROCABA,3/17/2021,04:50:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,43,1/11/1978,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Americana,Americana,001 DP - Americana,1,1,70346,3,2021,3/28/2021,461,2021,AMERICANA,03º D.P. AMERICANA,DEL.SEC.AMERICANA,DEINTER 9 - PIRACICABA,3/27/2021,09:13:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,17,5/21/2003,Branca,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC São João Boa Vista,Espírito Santo do Pinhal,001 DP - Espírito Sto. do Pinhal,1,1,70704,3,2021,3/2/2021,358,2021,ESPIRITO STO. PINHAL,DEL.POL.ESPIRITO SANTO PINHAL,DEL.SEC.S.JOÃO DA BOA VISTA,DEINTER 9 - PIRACICABA,3/2/2021,07:10:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,35,9/9/1985,Parda,CABELEIREIRO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Mogi das Cruzes,Itaquaquecetuba,DM - Itaquaquecetuba,1,1,30304,3,2021,3/21/2021,1825,2021,ITAQUAQUECETUBA,DEL.POL.ITAQUAQUECETUBA,DEL.SEC.MOGI DAS CRUZES,DEMACRO,3/21/2021,03:50:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,22,9/21/1998,Branca,AGENTE DE APOIO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Taboão da Serra,Itapecerica da Serra,DM - Itapecerica da Serra,1,1,30409,3,2021,3/4/2021,218,2021,JUQUITIBA,DEL.POL.JUQUITIBA,DEL.SEC.TABOÃO DA SERRA,DEMACRO,3/4/2021,04:45:00 PM,Area não ocupada,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,17,9/29/2003,Parda,OUTROS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,6ª SEC,São Paulo,100 DP - Jardim Herculano,1,1,10247,4,2021,4/29/2021,3581,2021,S.PAULO,47º D.P. CAPAO REDONDO,DEL.SEC.6º SANTO AMARO,DECAP,4/28/2021,07:00:00 PM,Via pública,ESTRADA ARAGUARY,1000,-23.7315749908853,-46.7765551297226,Vítima,Feminino,16,4/23/2005,Preta,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,6ª SEC,São Paulo,101 DP - Jardim das Imbuias,1,1,10374,4,2021,4/27/2021,2035,2021,S.PAULO,101º D.P. JDIM IMBUIAS,DEL.SEC.6º SANTO AMARO,DECAP,4/27/2021,12:01:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,11,1/25/2010,Parda,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,6ª SEC,São Paulo,101 DP - Jardim das Imbuias,,1,10374,4,2021,4/27/2021,2035,2021,S.PAULO,101º D.P. JDIM IMBUIAS,DEL.SEC.6º SANTO AMARO,DECAP,4/27/2021,12:01:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,68,11/16/1952,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 1,SEC São José Campos,São José dos Campos,008 DP - São Jose dos Campos,1,1,130508,4,2021,4/17/2021,1110,2021,S.JOSE DOS CAMPOS,DEL.SEC.POL.SJCAMPOS PL SUL,DEL.SEC.S.JOSÉ DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,4/17/2021,08:00:00 AM,Via pública,PRAÇA mario malta guimaraes,1,NULL,NULL,Vítima,Feminino,46,1/25/1975,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,SEC Jundiaí,Itupeva,DM - Itupeva,1,1,70404,4,2021,4/16/2021,762,2021,ITUPEVA,DEL.POL.ITUPEVA,DEL.SEC.JUNDIAI,DEINTER 2 - CAMPINAS,4/16/2021,12:00:00 AM,Via pública,RUA ANTÔNIO ROMERA,351,-23.1505677293855,-47.0485678226144,Vítima,Feminino,43,11/3/1977,Branca,SUPERVISOR(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Barretos,Colômbia,DM - Colômbia,1,1,100909,4,2021,4/15/2021,1497,2021,BARRETOS,DEL.SEC.BARRETOS PLANTÃO,DEL.SEC.BARRETOS,DEINTER 3 - RIBEIRAO PRETO,4/15/2021,08:17:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,25,6/6/1995,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Franca,Aramina,DM - Aramina,1,1,100924,4,2021,4/21/2021,292,2021,ITUVERAVA,DEL.POL.PLANTÃO ITUVERAVA,DEL.SEC.FRANCA,DEINTER 3 - RIBEIRAO PRETO,4/21/2021,01:40:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,37,11/21/1983,Parda,COMERCIANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Ourinhos,Canitar,DM - Canitar,1,1,80505,4,2021,4/25/2021,819,2021,OURINHOS,DEL.SEC.OURINHOS PLANTÃO,DEL.SEC.OURINHOS,DEINTER 4 - BAURU,4/25/2021,03:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,41,8/21/1979,Branca,CABELEIREIRO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
